Transition,Ion,λ,OscillatorStrength,DampingCoefficient,Mass
CrIII_912,CrIII,912.6621,0.000902,6.31e8,49.946
NII_915,NII,915.612,0.159,1.148e9,14.007
CrIII_918,CrIII,918.5792,0.00614,5.623e8,49.946
FeII_921,FeII,921.5006,0.000413,3.631e8,55.847
CrIII_923,CrIII,923.7891,0.0841,1.549e9,49.946
FeII_923,FeII,923.8782,0.00317,3.715e8,55.847
FeII_926,FeII,926.212,0.0402,3.467e8,55.847
FeII_926.9,FeII,926.8969,0.00428,4.365e8,55.847
FeII_928,FeII,928.3251,0.000328,2.239e8,55.847
SI_928,SI,928.9795,0.004,3.715e7,32.067
SI_929.0,SI,928.9795,0.00387,1.288e8,32.067
SI_928.98,SI,928.9795,0.00255,5.129e7,32.067
SI_928.980,SI,928.9795,0.00142,1.318e7,32.067
SI_928.9795,SI,928.9795,0.000182,9.12e7,32.067
SI_929,SI,929.5063,0.00411,4.898e7,32.067
SI_929.5,SI,929.5063,0.00273,1.66e8,32.067
SI_929.51,SI,929.5063,0.00163,7.413e7,32.067
SI_929.506,SI,929.5063,0.00146,3.715e7,32.067
CoIII_929,CoIII,929.9722,0.0102,9.12e8,58.933
SI_930,SI,930.1201,0.00321,2.818e7,32.067
SI_930.1,SI,930.1201,0.00198,1.514e7,32.067
SI_930.12,SI,930.1201,0.0017,8.511e7,32.067
SI_930.120,SI,930.1201,0.00126,4.571e7,32.067
SI_931,SI,931.09,0.00538,4.571e7,32.067
SI_931.1,SI,931.09,0.00275,1.905e7,32.067
SI_931.09,SI,931.09,0.00223,7.413e7,32.067
SI_931.090,SI,931.09,0.00126,4.898e7,32.067
SI_932,SI,932.0794,0.00625,5.37e7,32.067
SI_932.1,SI,932.0794,0.00318,2.188e7,32.067
SI_932.08,SI,932.0794,0.00218,7.244e7,32.067
FeII_932,FeII,932.6805,0.000276,5.37e7,55.847
FeII_932.9,FeII,932.861,0.000441,1.549e8,55.847
NiII_933,NiII,933.3397,0.00769,3.89e8,57.935
SI_933,SI,933.5325,0.0124,1.072e8,32.067
SI_933.5,SI,933.5325,0.00545,1.778e8,32.067
NiII_933.9,NiII,933.8619,0.00027,1.122e8,57.935
FeII_934,FeII,934.2444,0.000102,2.239e8,55.847
SI_935,SI,935.1912,0.00984,8.511e7,32.067
FeII_935,FeII,935.5174,0.00348,3.311e7,55.847
FeII_935.8,FeII,935.7722,0.000785,2.63e8,55.847
CoIII_936,CoIII,936.6365,0.0458,9.12e8,58.933
FeII_937.7,FeII,937.6513,0.0222,1.585e8,55.847
FeII_937.9,FeII,937.8696,0.000127,2.188e8,55.847
SI_937,SI,937.9631,0.000172,7.943e7,32.067
FeII_938,FeII,938.0109,0.00278,1.698e8,55.847
CoIII_939,CoIII,939.0606,0.0885,1.622e9,58.933
FeII_939,FeII,939.1605,0.00199,2.884e8,55.847
SI_940,SI,940.1147,0.00144,5.012e7,32.067
SI_940.1,SI,940.1147,0.00064,9.333e6,32.067
FeII_940,FeII,940.1921,0.0144,1.445e8,55.847
SI_940.6,SI,940.6453,0.0253,2.291e8,32.067
SI_940.65,SI,940.6453,0.0138,8.71e7,32.067
SI_940.645,SI,940.6453,0.00715,2.291e8,32.067
SI_941,SI,941.2119,0.000102,9.55e7,32.067
SI_944,SI,944.4654,0.000885,1.318e7,32.067
SI_944.5,SI,944.4654,0.000782,2.951e7,32.067
NiII_944,NiII,944.6332,0.000847,1.122e8,57.935
NiII_944.8,NiII,944.8397,0.000574,1.23e8,57.935
CrII_944,CrII,944.9665,0.000546,1.82e8,49.946
CI_945,CI,945.191,0.152,3.981e9,12.011
CrII_945,CrII,945.492,0.000238,3.89e8,49.946
SI_945,SI,945.7159,0.0394,3.715e8,32.067
SI_945.7,SI,945.7159,0.0215,1.318e8,32.067
SI_945.72,SI,945.7159,0.0126,4.074e8,32.067
CrII_946,CrII,946.2753,0.000183,3.311e8,49.946
SI_946,SI,946.432,0.00064,1.479e8,32.067
CrII_946.9,CrII,946.8848,0.00637,3.981e8,49.946
CrII_947,CrII,947.0114,0.00522,4.074e8,49.946
CrII_947.2,CrII,947.1743,0.00162,2.63e8,49.946
CrII_947.6,CrII,947.5783,0.00104,3.02e8,49.946
CrII_947.8,CrII,947.7997,0.000539,3.981e8,49.946
CrII_948,CrII,948.4218,0.00602,2.818e8,49.946
CrII_948.6,CrII,948.5858,0.0034,2.692e8,49.946
CrII_948.7,CrII,948.6881,0.00484,2.692e8,49.946
CrII_949,CrII,949.8167,0.000114,2.63e8,49.946
CrII_950,CrII,950.5099,0.0119,7.943e8,49.946
CrII_950.6,CrII,950.594,0.00728,5.37e8,49.946
CrII_950.8,CrII,950.8101,0.0268,3.236e8,49.946
CrII_951,CrII,951.2733,0.0011,2.57e8,49.946
CoIII_952,CoIII,952.2966,0.0059,7.586e8,58.933
SI_952,SI,952.3809,0.00509,5.888e7,32.067
SI_952.4,SI,952.3809,0.00155,1.175e8,32.067
CrII_953,CrII,953.513,0.000146,1.23e9,49.946
SI_953,SI,953.5616,0.0608,5.888e8,32.067
SI_953.6,SI,953.5616,0.0343,2.042e8,32.067
SI_953.56,SI,953.5616,0.0167,5.248e8,32.067
SI_954,SI,954.7451,0.00141,2.344e8,32.067
SI_954.7,SI,954.7451,0.000244,2.344e8,32.067
NiII_955,NiII,955.5979,0.00036,1.288e8,57.935
NiII_956,NiII,956.9083,0.000161,1.445e8,57.935
PII_961,PII,961.0412,0.306,6.761e9,30.974
PII_963,PII,963.8005,2.08,5.754e9,30.974
SI_965,SI,965.251,0.0313,3.236e8,32.067
SI_965.3,SI,965.251,0.0135,4.169e8,32.067
CoIII_966,CoIII,966.1649,0.0011,6.761e8,58.933
CoIII_967,CoIII,967.2396,0.00107,6.918e8,58.933
SI_967,SI,967.3987,0.101,9.772e8,32.067
SI_967.4,SI,967.3987,0.0593,3.311e8,32.067
SI_967.40,SI,967.3987,0.0239,7.244e8,32.067
SI_969,SI,969.0861,0.0094,3.802e8,32.067
SI_969.1,SI,969.0861,0.000676,3.802e8,32.067
PII_972,PII,972.7791,0.144,2.455e9,30.974
ClIV_973,ClIV,973.217,0.55,4.677e9,35.451
CIII_977,CIII,977.02,0.759,1.622e9,12.011
OI_988,OI,988.578,0.000569,2.512e8,15.999
OI_988.7,OI,988.655,0.00845,2.57e8,15.999
OI_988.8,OI,988.773,0.0463,2.57e8,15.999
NIII_989,NIII,989.79,0.123,5.129e8,14.007
SiII_989,SiII,989.8731,0.147,7.762e8,28.085
SI_990,SI,990.099,0.0661,6.166e8,32.067
SI_990.1,SI,990.099,0.0179,5.129e8,32.067
SI_994,SI,994.629,0.113,5.888e8,32.067
SI_994.6,SI,994.629,0.0353,3.467e8,32.067
SI_994.63,SI,994.629,0.0172,3.981e8,32.067
SiI_995,SiI,995.7184,0.00265,5.012e7,28.085
SI_997,SI,997.009,0.0229,6.457e8,32.067
SI_997.0,SI,997.009,0.00152,6.607e8,32.067
VIII_1004,VIII,1004.9393,0.000716,8.128e8,49.947
VIII_1005,VIII,1005.6305,0.000609,8.128e8,49.947
VIII_1008,VIII,1008.2525,0.00871,7.943e8,49.947
VIII_1009,VIII,1009.3544,0.0233,7.762e8,49.947
SIII_1012,SIII,1012.498,0.0148,1.023e9,32.067
FeII_1014,FeII,1014.2349,0.000216,2.455e8,55.847
CoIII_1014,CoIII,1014.7514,0.00012,5.623e8,58.933
CoII_1017,CoII,1017.5159,0.000829,2.57e8,58.933
SiII_1020,SiII,1020.6989,0.0189,4.266e8,28.085
CoII_1020,CoII,1020.7447,0.00339,1.202e8,58.933
CoII_1023,CoII,1023.4886,0.00137,9.55e7,58.933
SI_1025,SI,1025.3991,0.00013,1.514e6,32.067
CoII_1025,CoII,1025.6787,0.00251,1.202e8,58.933
OI_1025,OI,1025.762,0.0169,6.166e7,15.999
OI_1025.8,OI,1025.763,0.00301,6.166e7,15.999
OI_1025.76,OI,1025.763,0.0002,6.166e7,15.999
SI_1027,SI,1027.4641,0.000234,2.042e6,32.067
SI_1028,SI,1028.0028,0.0059,3.162e7,32.067
SI_1028.0,SI,1028.0028,0.000618,3.388e7,32.067
SI_1029,SI,1029.9828,0.000372,2.884e6,32.067
SI_1030.0,SI,1029.9828,0.000114,5.888e6,32.067
CrIII_1030,CrIII,1030.1088,0.0724,8.511e8,49.946
CoII_1030,CoII,1030.2604,0.00855,9.55e7,58.933
SI_1030,SI,1030.8003,0.0109,5.623e7,32.067
SI_1030.8,SI,1030.8003,0.00134,5.495e7,32.067
CoII_1031,CoII,1031.5433,0.000722,6.607e7,58.933
OVI_1031,OVI,1031.912,0.133,4.074e8,15.999
CoII_1032,CoII,1032.1802,0.000214,7.413e7,58.933
CrIII_1033,CrIII,1033.3411,0.0664,1.479e9,49.946
SI_1033,SI,1033.9551,0.000553,4.074e6,32.067
SI_1034.0,SI,1033.9551,0.000169,7.943e6,32.067
SI_1034,SI,1034.6719,0.00462,9.55e7,32.067
SI_1035,SI,1035.0038,0.0178,9.12e7,32.067
SI_1035.0,SI,1035.0038,0.00237,8.511e7,32.067
SI_1035.00,SI,1035.0038,0.000138,8.128e7,32.067
CII_1036,CII,1036.3367,0.119,2.291e9,12.011
OVI_1037,OVI,1037.613,0.0661,4.074e8,15.999
SI_1038,SI,1038.2922,0.00489,3.802e7,32.067
SI_1038.3,SI,1038.2922,0.00215,3.89e7,32.067
CoII_1039,CoII,1039.1058,0.000874,6.026e7,58.933
FeII_1039,FeII,1039.3096,0.000105,2.818e8,55.847
SI_1039,SI,1039.4578,0.000793,5.754e6,32.067
SI_1039.5,SI,1039.4578,0.0002,9.333e6,32.067
CrIII_1040,CrIII,1040.0594,0.119,8.913e8,49.946
SI_1040,SI,1040.5936,0.00773,1.514e8,32.067
SI_1041,SI,1041.6016,0.0303,1.514e8,32.067
SI_1041.6,SI,1041.6016,0.00445,1.413e8,32.067
SI_1041.60,SI,1041.6016,0.000213,1.66e8,32.067
CoII_1041,CoII,1041.9209,0.000864,1.318e8,58.933
SI_1045,SI,1045.7516,0.00245,2.089e7,32.067
SI_1045.8,SI,1045.7516,0.00128,3.715e7,32.067
SI_1048,SI,1048.7677,0.000572,9.12e6,32.067
SI_1049,SI,1049.8026,0.0122,2.089e8,32.067
SI_1050,SI,1050.3319,0.0103,3.09e8,32.067
SI_1050.4,SI,1050.4422,0.0371,3.162e8,32.067
SI_1051,SI,1051.5247,0.064,3.02e8,32.067
SI_1051.5,SI,1051.5247,0.00938,2.951e8,32.067
SI_1051.52,SI,1051.5247,0.000526,2.951e8,32.067
FeII_1055,FeII,1055.2618,0.00615,1.122e8,55.847
CrII_1058,CrII,1058.7324,0.00169,1.622e8,49.946
SI_1059,SI,1059.165,0.0368,2.818e8,32.067
SI_1059.5,SI,1059.5353,0.0118,2.818e8,32.067
SI_1059.54,SI,1059.5353,0.00458,7.762e7,32.067
CrII_1060,CrII,1060.828,0.000739,1.38e8,49.946
SI_1061,SI,1061.7966,0.0895,3.981e8,32.067
SI_1061.8,SI,1061.7966,0.0122,4.365e8,32.067
SI_1061.80,SI,1061.7966,0.00153,5.888e8,32.067
FeII_1062,FeII,1062.1531,0.00291,4.467e8,55.847
CrII_1062,CrII,1062.1977,0.000622,1.862e8,49.946
SIV_1062,SIV,1062.678,0.0407,1.445e8,32.067
CrII_1062.7,CrII,1062.7204,0.000556,1.072e8,49.946
FeII_1064.0,FeII,1063.9718,0.00475,4.365e8,55.847
SI_1064,SI,1064.0109,0.0719,3.162e8,32.067
SI_1064.0,SI,1064.0109,0.0109,2.455e8,32.067
SI_1064.01,SI,1064.0109,0.000605,2.138e8,32.067
CrII_1064,CrII,1064.1238,0.00798,1.072e8,49.946
CrII_1064.2,CrII,1064.2096,0.000589,3.388e7,49.946
SI_1065,SI,1065.3031,0.00482,1.259e8,32.067
SI_1065.8,SI,1065.8254,0.0173,3.162e8,32.067
CrII_1066.4,CrII,1066.438,0.000728,2.188e8,49.946
CrII_1066.8,CrII,1066.7759,0.00521,8.128e7,49.946
CrII_1068,CrII,1068.6679,0.000136,3.981e7,49.946
SI_1070,SI,1070.5492,0.016,8.511e7,32.067
SI_1070.5,SI,1070.5492,0.00552,7.413e7,32.067
SI_1070.55,SI,1070.5492,0.000665,7.079e7,32.067
CrII_1079,CrII,1079.2926,0.00224,4.571e8,49.946
FeII_1081,FeII,1081.8753,0.0126,1.0e8,55.847
FeII_1081.9,FeII,1081.9353,0.000117,4.074e8,55.847
CrII_1082,CrII,1082.0411,0.00165,4.571e8,49.946
SiI_1083,SiI,1083.0716,0.00918,1.585e8,28.085
FeII_1083,FeII,1083.4205,0.0028,1.047e8,55.847
NII_1083,NII,1083.99,0.111,3.548e8,14.007
CrII_1084,CrII,1084.183,0.00106,4.467e8,49.946
FeII_1084,FeII,1084.9939,0.000178,1.479e8,55.847
FeII_1085,FeII,1085.1383,0.000127,1.122e8,55.847
CaII_1089,CaII,1089.124,0.000119,933300.0,39.963
SI_1093,SI,1093.0634,0.00865,1.622e8,32.067
SI_1094,SI,1094.3314,0.0159,7.413e7,32.067
SI_1094.3,SI,1094.3314,0.00378,7.762e7,32.067
SI_1094.33,SI,1094.3314,0.000283,7.762e7,32.067
SI_1095,SI,1095.5782,0.00183,2.239e8,32.067
SI_1096,SI,1096.6115,0.0291,4.898e8,32.067
FeII_1096,FeII,1096.8769,0.0327,5.012e8,55.847
CaII_1099,CaII,1099.3952,0.000212,1.259e6,39.963
CaII_1099.6,CaII,1099.5523,0.000106,1.23e6,39.963
VII_1102,VII,1102.9194,0.00145,3.311e8,49.947
VII_1104,VII,1104.3324,0.000605,3.715e8,49.947
SI_1106,SI,1106.1947,0.126,5.248e8,32.067
SI_1106.2,SI,1106.1947,0.0177,4.467e8,32.067
SI_1106.19,SI,1106.1947,0.00117,4.467e8,32.067
FeII_1106,FeII,1106.3595,0.000394,9.12e7,55.847
VII_1106,VII,1106.4487,0.075,3.236e8,49.947
VII_1106.6,VII,1106.5706,0.0182,3.467e8,49.947
CI_1109,CI,1109.6331,0.00175,3.02e7,12.011
FeII_1110,FeII,1110.2802,0.000165,7.943e7,55.847
CI_1110,CI,1110.4407,0.00585,2.63e7,12.011
FeII_1110.6,FeII,1110.5829,0.000469,2.951e8,55.847
CI_1111,CI,1111.4203,0.00108,1.259e8,12.011
FeII_1112,FeII,1112.0483,0.00446,6.457e7,55.847
CI_1112,CI,1112.2685,0.0106,1.862e8,12.011
CI_1113,CI,1113.7934,0.00115,1.66e7,12.011
CaII_1114,CaII,1114.0642,0.000336,1.738e6,39.963
CaII_1114.1,CaII,1114.1331,0.000168,1.698e6,39.963
CI_1114,CI,1114.6264,0.00245,1.122e7,12.011
YII_1116,YII,1116.9366,0.000145,1.445e8,88.906
CI_1116,CI,1116.9997,0.00156,2.089e7,12.011
CI_1117,CI,1117.133,0.00257,2.291e7,12.011
VIII_1117,VIII,1117.8471,0.00102,9.772e8,49.947
CI_1117.9,CI,1117.8651,0.004,1.479e7,12.011
CI_1117.92,CI,1117.9202,0.0046,1.585e7,12.011
VIII_1121,VIII,1121.1583,0.0204,1.202e9,49.947
CI_1121,CI,1121.45,0.000839,1.862e7,12.011
CI_1121.5,CI,1121.5196,0.000984,2.692e7,12.011
CI_1121.7,CI,1121.71,0.000224,2.57e7,12.011
FeII_1121,FeII,1121.9747,0.029,3.631e8,55.847
CI_1122,CI,1122.4374,0.00512,1.905e7,12.011
CI_1122.5,CI,1122.5183,0.00115,1.995e7,12.011
FeIII_1122,FeIII,1122.5241,0.0776,1.148e9,55.847
VIII_1123,VIII,1123.5243,0.0593,1.349e9,49.947
VIII_1124,VIII,1124.2981,0.000188,1.023e9,49.947
PII_1124,PII,1124.9452,0.00361,1.95e9,30.974
FeII_1125,FeII,1125.4476,0.0156,1.82e8,55.847
FeII_1127,FeII,1127.0984,0.00112,1.096e8,55.847
CI_1128,CI,1128.07,0.00136,3.236e7,12.011
CI_1128.2,CI,1128.17,0.00105,4.169e7,12.011
CI_1128.5,CI,1128.477,0.000341,1.95e7,12.011
VIII_1129,VIII,1129.1897,0.00112,8.318e8,49.947
CI_1129,CI,1129.1952,0.00771,2.951e7,12.011
CI_1129.3,CI,1129.3175,0.00199,2.57e7,12.011
FeII_1133,FeII,1133.6652,0.00472,2.138e8,55.847
CaII_1135,CaII,1135.4731,0.000513,2.455e6,39.963
CaII_1135.6,CaII,1135.5769,0.000256,2.455e6,39.963
CuI_1136,CuI,1136.1191,0.0067,1.862e7,62.93
CuI_1136.1,CuI,1136.1191,0.00622,3.388e7,62.93
CuI_1136.12,CuI,1136.1191,0.000447,1.95e6,62.93
CuI_1137,CuI,1137.282,0.01,2.754e7,62.93
CuI_1137.3,CuI,1137.282,0.00935,5.012e7,62.93
CuI_1137.28,CuI,1137.282,0.000748,3.02e6,62.93
CuI_1137.5,CuI,1137.4741,0.00281,7.943e6,62.93
CuI_1137.47,CuI,1137.4741,0.00041,3.467e6,62.93
VIII_1137,VIII,1137.9043,0.000541,6.607e8,49.947
CI_1138,CI,1138.3828,0.00241,4.169e7,12.011
CI_1138.6,CI,1138.56,0.000993,4.571e7,12.011
CuI_1138,CuI,1138.7491,0.0166,4.467e7,62.93
CuI_1138.7,CuI,1138.7491,0.0154,8.318e7,62.93
CuI_1138.75,CuI,1138.7491,0.0012,4.571e6,62.93
CuI_1139,CuI,1139.0109,0.00514,2.042e7,62.93
CuI_1139.0,CuI,1139.0109,0.000684,2.884e7,62.93
CI_1139,CI,1139.0867,0.000543,4.074e7,12.011
CI_1139.8,CI,1139.7919,0.0123,4.677e7,12.011
CI_1140,CI,1140.0096,0.00356,3.981e7,12.011
CuI_1140,CuI,1140.6971,0.0325,8.71e7,62.93
CuI_1140.7,CuI,1140.6971,0.0302,1.585e8,62.93
CuI_1140.70,CuI,1140.6971,0.00231,8.318e6,62.93
CuI_1141.0,CuI,1140.9859,0.0118,3.162e7,62.93
CuI_1140.99,CuI,1140.9859,0.00149,9.12e6,62.93
CuI_1140.986,CuI,1140.9859,0.000155,3.311e6,62.93
FeII_1142,FeII,1142.3657,0.00401,5.012e8,55.847
CuI_1143,CuI,1143.1591,0.0975,2.57e8,62.93
CuI_1143.2,CuI,1143.1591,0.0906,4.786e8,62.93
CuI_1143.16,CuI,1143.1591,0.0067,2.188e7,62.93
FeII_1143,FeII,1143.2257,0.0192,5.623e8,55.847
CuI_1143.6,CuI,1143.6369,0.0542,1.445e8,62.93
CuI_1143.64,CuI,1143.6369,0.00632,3.467e7,62.93
CuI_1143.637,CuI,1143.6369,0.000733,5.012e6,62.93
FeII_1144,FeII,1144.9392,0.112,6.026e8,55.847
CuI_1146,CuI,1146.574,0.03,7.762e7,62.93
CuI_1146.6,CuI,1146.574,0.0269,1.413e8,62.93
CuI_1146.57,CuI,1146.574,0.00201,6.607e6,62.93
CuI_1147,CuI,1147.21,0.0879,2.291e8,62.93
CuI_1147.2,CuI,1147.21,0.0185,1.0e8,62.93
CuI_1147.21,CuI,1147.21,0.00193,7.413e6,62.93
VIII_1150,VIII,1150.2449,0.0248,1.096e9,49.947
CuI_1151,CuI,1151.3841,0.00455,1.318e7,62.93
CuI_1151.4,CuI,1151.3841,0.00399,2.188e7,62.93
CuI_1151.38,CuI,1151.3841,0.00029,2.692e6,62.93
CuI_1152,CuI,1152.2301,0.035,9.12e7,62.93
CuI_1152.2,CuI,1152.2301,0.00662,3.548e7,62.93
CuI_1152.23,CuI,1152.2301,0.0007,2.63e6,62.93
PII_1152,PII,1152.818,0.308,1.549e9,30.974
VIII_1153,VIII,1153.1786,0.109,1.072e9,49.947
CI_1155,CI,1155.809,0.00493,6.761e7,12.011
SI_1156,SI,1156.0265,0.0497,3.388e8,32.067
CI_1156,CI,1156.18,0.000809,6.761e7,12.011
SI_1156.3,SI,1156.2756,0.0169,3.162e8,32.067
CI_1157,CI,1157.1857,0.000873,5.012e7,12.011
CI_1157.9,CI,1157.9097,0.0212,1.023e8,12.011
CI_1158,CI,1158.324,0.00656,5.129e7,12.011
CuI_1158,CuI,1158.4809,0.000962,5.129e6,62.93
CuI_1158.5,CuI,1158.4809,0.000794,6.607e6,62.93
YII_1159,YII,1159.2523,0.000172,2.188e8,88.906
CuI_1159,CuI,1159.8939,0.0197,5.129e7,62.93
CuI_1159.9,CuI,1159.8939,0.0037,1.95e7,62.93
CuI_1159.89,CuI,1159.8939,0.00039,1.66e6,62.93
SI_1161,SI,1161.3312,0.000139,3.631e8,32.067
MnII_1162,MnII,1162.0146,0.0158,1.096e8,54.938
MnII_1163,MnII,1163.3256,0.0112,1.023e8,54.938
MnII_1164,MnII,1164.2081,0.00647,8.71e7,54.938
CuI_1166,CuI,1166.1349,0.00638,1.66e7,62.93
SI_1167,SI,1167.1335,0.0499,1.995e8,32.067
SI_1167.1,SI,1167.1335,0.0107,1.995e8,32.067
SI_1167.13,SI,1167.1335,0.00078,1.95e8,32.067
CuI_1167,CuI,1167.353,0.00966,2.512e7,62.93
CuI_1167.5,CuI,1167.511,0.00215,1.349e7,62.93
CuI_1167.51,CuI,1167.511,0.000248,4.571e6,62.93
SI_1168,SI,1168.0333,0.000239,3.89e8,32.067
CuI_1168,CuI,1168.9101,0.0158,4.074e7,62.93
CaII_1169,CaII,1169.0294,0.000776,3.715e6,39.963
CuI_1169,CuI,1169.113,0.00287,4.677e7,62.93
CuI_1169.1,CuI,1169.113,0.000218,3.631e7,62.93
CaII_1169.2,CaII,1169.1979,0.000388,3.715e6,39.963
VIII_1169,VIII,1169.2624,0.0203,4.571e8,49.947
SI_1170,SI,1170.549,0.0512,7.586e8,32.067
CuI_1170,CuI,1170.9041,0.0296,7.586e7,62.93
CuI_1171,CuI,1171.1141,0.00403,2.089e7,62.93
CuI_1171.1,CuI,1171.1141,0.000491,3.236e6,62.93
CuI_1172,CuI,1172.0488,0.0122,3.162e7,62.93
CuI_1172.0,CuI,1172.0488,0.000521,7.586e6,62.93
CuI_1172.05,CuI,1172.0488,0.000118,3.388e6,62.93
CuI_1173,CuI,1173.5469,0.0883,2.188e8,62.93
CuI_1173.9,CuI,1173.944,0.0138,6.918e7,62.93
CuI_1173.94,CuI,1173.944,0.00258,8.913e6,62.93
CuI_1173.944,CuI,1173.944,0.000452,2.399e6,62.93
CuI_1173.9440,CuI,1173.944,0.000257,2.291e6,62.93
CuI_1177,CuI,1177.1209,0.0264,6.607e7,62.93
CuI_1177.6,CuI,1177.6439,0.0501,2.455e8,62.93
CuI_1177.64,CuI,1177.6439,0.00904,2.344e7,62.93
CuI_1181,CuI,1181.999,0.00644,1.622e7,62.93
CuI_1182.0,CuI,1181.999,0.00416,1.072e7,62.93
CuI_1182.00,CuI,1181.999,0.000586,3.631e6,62.93
CuI_1182,CuI,1182.1169,0.00365,1.096e7,62.93
CuI_1182.9,CuI,1182.905,0.00579,2.951e7,62.93
CuI_1182.90,CuI,1182.905,0.000147,1.202e6,62.93
CuI_1183,CuI,1183.018,0.00116,3.311e6,62.93
CuI_1183.0,CuI,1183.018,0.000258,2.042e6,62.93
CuI_1183.3,CuI,1183.259,0.0107,2.63e7,62.93
CuI_1183.26,CuI,1183.259,0.00505,1.318e7,62.93
CuI_1183.259,CuI,1183.259,0.00092,5.495e6,62.93
CuI_1183.5,CuI,1183.501,0.00676,3.311e7,62.93
CuI_1183.50,CuI,1183.501,0.0012,3.89e6,62.93
CuI_1183.501,CuI,1183.501,0.0004,2.455e6,62.93
CuI_1184,CuI,1184.8549,0.0173,4.266e7,62.93
CuI_1184.9,CuI,1184.8549,0.00843,2.138e7,62.93
CuI_1184.85,CuI,1184.8549,0.00158,8.913e6,62.93
CuI_1185,CuI,1185.096,0.00634,5.248e7,62.93
CuI_1185.1,CuI,1185.096,0.000853,2.818e7,62.93
CuI_1185.10,CuI,1185.096,0.000826,2.754e7,62.93
CuI_1186,CuI,1186.905,0.0332,8.128e7,62.93
CuI_1186.9,CuI,1186.905,0.0168,4.169e7,62.93
CuI_1186.90,CuI,1186.905,0.00313,1.698e7,62.93
CuI_1187,CuI,1187.1911,0.00817,3.981e7,62.93
CuI_1187.2,CuI,1187.1911,0.00127,3.715e6,62.93
CuI_1187.19,CuI,1187.1911,0.00118,4.169e6,62.93
CI_1188,CI,1188.8329,0.0124,1.318e8,12.011
CoII_1189,CoII,1189.5312,0.0108,7.244e8,58.933
CuI_1189,CuI,1189.631,0.0953,2.291e8,62.93
CuI_1189.6,CuI,1189.631,0.0509,1.259e8,62.93
CuI_1189.63,CuI,1189.631,0.00824,4.266e7,62.93
CuI_1189.9,CuI,1189.8621,0.000818,5.248e6,62.93
CuI_1189.91,CuI,1189.906,0.00815,2.399e7,62.93
CuI_1189.906,CuI,1189.906,0.00457,1.202e7,62.93
CuI_1189.9060,CuI,1189.906,0.00105,8.511e6,62.93
CI_1190,CI,1190.0209,0.000577,1.175e8,12.011
SIII_1190,SIII,1190.208,0.022,6.166e7,32.067
SiII_1190,SiII,1190.4158,0.284,4.266e9,28.085
CoII_1190,CoII,1190.6088,0.00305,3.89e8,58.933
CuI_1190,CuI,1190.7791,0.0506,2.455e8,62.93
CuI_1190.8,CuI,1190.8229,0.000178,1.95e6,62.93
SI_1191,SI,1191.8951,0.299,1.023e9,32.067
SI_1191.9,SI,1191.8951,0.0478,9.55e8,32.067
SI_1191.90,SI,1191.8951,0.00296,9.12e8,32.067
CI_1192,CI,1192.2158,0.00138,6.166e7,12.011
CI_1193,CI,1193.03,0.0409,2.089e8,12.011
CuI_1193,CuI,1193.067,0.00251,1.445e7,62.93
CuI_1193.1,CuI,1193.067,0.00216,7.943e6,62.93
CuI_1193.07,CuI,1193.067,0.00205,7.413e6,62.93
SiII_1193,SiII,1193.2897,0.594,4.266e9,28.085
CuI_1193.3,CuI,1193.31,0.029,7.079e7,62.93
CuI_1193.31,CuI,1193.31,0.0161,3.981e7,62.93
CuI_1193.310,CuI,1193.31,0.00252,1.288e7,62.93
TiIII_1193,TiIII,1193.3621,0.000229,8.71e8,45.953
CuI_1193.9,CuI,1193.899,0.0589,2.818e8,62.93
CuI_1193.90,CuI,1193.899,0.0109,2.951e7,62.93
CuI_1193.899,CuI,1193.899,0.00895,2.188e7,62.93
CI_1194.0,CI,1193.995,0.0124,7.413e7,12.011
CuI_1194,CuI,1194.972,0.00705,3.388e7,62.93
CuI_1195.0,CuI,1194.972,0.00546,1.38e7,62.93
CuI_1194.97,CuI,1194.972,0.00172,8.913e6,62.93
CuI_1194.972,CuI,1194.972,0.00151,4.266e6,62.93
CuI_1196,CuI,1196.2541,0.0112,5.37e7,62.93
CuI_1196.3,CuI,1196.2541,0.00656,1.66e7,62.93
CuI_1196.25,CuI,1196.2541,0.00211,5.888e6,62.93
CuI_1196.254,CuI,1196.2541,0.00137,7.413e6,62.93
CuI_1196.4,CuI,1196.364,0.00724,2.188e7,62.93
MnII_1197,MnII,1197.1843,0.205,7.413e8,54.938
CuI_1197,CuI,1197.8801,0.0179,8.511e7,62.93
CuI_1197.9,CuI,1197.8801,0.0115,2.884e7,62.93
CuI_1197.88,CuI,1197.8801,0.00368,1.0e7,62.93
CuI_1197.880,CuI,1197.8801,0.00227,1.175e7,62.93
CuI_1198,CuI,1198.0059,0.00463,5.248e7,62.93
CuI_1198.5,CuI,1198.508,0.00407,1.148e7,62.93
CuI_1198.51,CuI,1198.508,0.00241,7.586e6,62.93
CuI_1198.508,CuI,1198.508,0.000374,3.631e6,62.93
CuI_1199,CuI,1199.247,0.00135,8.71e6,62.93
CuI_1199.3,CuI,1199.3,0.0214,1.023e8,62.93
CuI_1199.30,CuI,1199.3,0.00405,1.047e7,62.93
MnII_1199,MnII,1199.3912,0.16,7.413e8,54.938
CuI_1200.0,CuI,1199.9869,0.0352,1.66e8,62.93
